Id,SalePrice
1461,124442.124141405
1462,163329.374202669
1463,179403.317938939
1464,185010.49512677
1465,180631.888347477
1466,172775.739242997
1467,163060.540436419
1468,166948.510372647
1469,177442.898069123
1470,127914.130289336
1471,202129.75716549
1472,89104.698822673
1473,88707.5925555732
1474,142442.791537669
1475,137922.191574677
1476,343878.070768852
1477,259730.929581961
1478,325692.695364555
1479,272013.991849833
1480,383408.497234027
1481,301177.39469715
1482,204043.775130729
1483,160202.260128659
1484,157557.357390641
1485,160698.478363953
1486,186555.344608956
1487,357368.305119319
1488,238805.969399495
1489,202714.536845675
1490,216180.115324754
1491,176607.184950866
1492,98768.8705779317
1493,208615.15587668
1494,297112.184225188
1495,286559.902158324
1496,229121.337512596
1497,183490.177676496
1498,152137.226150833
1499,151642.78667225
1500,141723.36936891
1501,161787.811352467
1502,148128.138752223
1503,287270.441015314
1504,212411.96388025
1505,223633.187870972
1506,174637.765881553
1507,238689.016783806
1508,201091.655778319
1509,165777.962095935
1510,141464.845750572
1511,147735.574486831
1512,172287.852298532
1513,141844.336954577
1514,157323.600258815
1515,185988.666025268
1516,165508.440225861
1517,155241.09900151
1518,126843.782797805
1519,240620.851691231
1520,130302.958277769
1521,134784.442593699
1522,159752.12831617
1523,105551.911455526
1524,122744.406197051
1525,134557.125524387
1526,121324.858457546
1527,107486.344309857
1528,128410.668274036
1529,134251.79385933
1530,178417.812633694
1531,104592.620268119
1532,101655.8874789
1533,142788.24596392
1534,107241.016347499
1535,174872.952415386
1536,116081.044775805
1537,89761.338789399
1538,183124.536112831
1539,210581.245604823
1540,96127.7205210924
1541,148229.884097136
1542,129379.96128233
1543,219523.588095077
1544,74870.1412680086
1545,98639.0692818838
1546,113140.324810531
1547,119305.935682198
1548,111662.254959946
1549,108364.71403178
1550,126062.972519814
1551,115415.050852736
1552,133713.180107427
1553,137037.449524069
1554,106462.642244173
1555,176059.813689769
1556,84025.0744426606
1557,104387.207138805
1558,82205.2975382391
1559,85467.0598512101
1560,150132.648131173
1561,126255.675120643
1562,133716.862915769
1563,122925.626887323
1564,161363.695957577
